,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
5031,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA,8730000000.0,23.94,89.12,0.0281,809252.0
5032,NBN,Northeast Bank,Financial,Banks - Regional,USA,283660000.0,4.09,34.89,-0.0105,12986.0
5033,NBO,"Neuberger Berman New York Municipal Fund, Inc.",Financial,Asset Management,USA,67890000.0,99.04,13.37,-0.0015,5478.0
5035,NBRV,Nabriva Therapeutics plc,Healthcare,Biotechnology,Ireland,50930000.0,,1.04,-0.037000000000000005,2906986.0
5036,NBSE,"NeuBase Therapeutics, Inc.",Healthcare,Biotechnology,USA,110180000.0,,3.49,0.0101,52220.0
5037,NBSTU,Newbury Street Acquisition Corporation,Financial,Shell Companies,USA,,,9.96,0.0,0.0
5038,NBTB,NBT Bancorp Inc.,Financial,Banks - Regional,USA,1570000000.0,10.83,36.88,-0.0078000000000000005,51356.0
5039,NBTX,Nanobiotix S.A.,Healthcare,Biotechnology,France,451730000.0,,13.11,0.0163,129.0
5040,NBW,Neuberger Berman California Municipal Fund Inc.,Financial,Asset Management,USA,81210000.0,96.25,14.63,-0.002,20442.0
5041,NBY,"NovaBay Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,26820000.0,,0.63,-0.0253,1602348.0
5043,NCA,"Nuveen California Municipal Value Fund, Inc.",Financial,Closed-End Fund - Debt,USA,303160000.0,,10.79,-0.0023,21988.0
5044,NCBS,"Nicolet Bankshares, Inc.",Financial,Banks - Regional,USA,715990000.0,10.75,75.13,-0.0007000000000000001,27978.0
5047,NCNA,NuCana plc,Healthcare,Biotechnology,United Kingdom,109520000.0,,2.09,-0.0279,147420.0
5048,NCNO,"nCino, Inc.",Technology,Software - Application,USA,5940000000.0,,61.78,0.022000000000000002,340010.0
5049,NCR,NCR Corporation,Technology,Information Technology Services,USA,5450000000.0,,43.45,-0.0121,700683.0
5052,NCV,Virtus AllianzGI Convertible & Income Fund,Financial,Closed-End Fund - Debt,USA,546760000.0,3.66,6.05,-0.0033,103268.0
5053,NCZ,Virtus AllianzGI Convertible & Income Fund II,Financial,Closed-End Fund - Debt,USA,404940000.0,15.6,5.32,-0.0019,514752.0
5054,NDAC,NightDragon Acquisition Corp.,Financial,Shell Companies,USA,346110000.0,,9.74,-0.001,6072.0
5055,NDACU,NightDragon Acquisition Corp.,Financial,Shell Companies,USA,,,9.91,-0.0028000000000000004,1436.0
5056,NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,USA,31330000000.0,28.28,190.99,0.004699999999999999,309210.0
5058,NDP,"Tortoise Energy Independence Fund, Inc.",Financial,Asset Management,USA,37120000.0,,20.11,-0.0113,3802.0
5059,NDRA,ENDRA Life Sciences Inc.,Healthcare,Diagnostics & Research,USA,67520000.0,,1.62,-0.0795,707938.0
5061,NEA,Nuveen AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,4720000000.0,26.96,15.8,0.0019,358852.0
5062,NEAR,iShares Short Maturity Bond ETF,Financial,Exchange Traded Fund,USA,,,50.14,-0.0002,499328.0
5063,NECB,"Northeast Community Bancorp, Inc.",Financial,Banks - Regional,USA,164850000.0,56.26,10.07,0.001,111611.0
5067,NEN,New England Realty Associates Limited Partnership,Real Estate,Real Estate - Diversified,USA,227560000.0,,62.3,0.0163,153.0
5068,NEO,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,USA,5120000000.0,,42.51,-0.0079,509183.0
5069,NEOG,Neogen Corporation,Healthcare,Diagnostics & Research,USA,4530000000.0,74.64,42.32,0.0007000000000000001,161282.0
5070,NEON,Neonode Inc.,Technology,Electronic Components,Sweden,61420000.0,,5.45,0.0187,31541.0
5072,NEPH,"Nephros, Inc.",Healthcare,Medical Instruments & Supplies,USA,84660000.0,,7.92,-0.0106,14098.0
5073,NEPT,Neptune Wellness Solutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,131139999.99999999,,0.64,-0.0793,4123513.0
5074,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Financial,Exchange Traded Fund,USA,,,27.28,-0.0105,15119.0
5075,NERV,"Minerva Neurosciences, Inc.",Healthcare,Biotechnology,USA,71390000.0,,1.69,0.0,352346.0
5078,NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,USA,38660000000.0,,121.75,-0.0039000000000000003,1720043.0
5079,NETE,"Net Element, Inc.",Technology,Software - Infrastructure,USA,60600000.0,,11.16,-0.0296,164326.0
5081,NETL,Fundamental Income Net Lease Real Estate ETF,Financial,Exchange Traded Fund,USA,,,31.9,0.0025,3484.0
5083,NEV,Nuveen Enhanced Municipal Value Fund,Financial,Asset Management,USA,421160000.0,,16.88,-0.0006,8239.0
5086,NEWR,"New Relic, Inc.",Technology,Software - Infrastructure,USA,5290000000.0,,80.14,0.0023,264073.0
5087,NEWT,Newtek Business Services Corp.,Financial,Asset Management,USA,659040000.0,8.66,28.37,0.04190000000000001,377515.0
5090,NEXI,"NexImmune, Inc.",Healthcare,Biotechnology,USA,324950000.0,,14.19,0.1,20097.0
5092,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Financial,Banks - Regional,USA,847710000.0,13.88,16.74,-0.0053,123852.0
5095,NFH,New Frontier Health Corporation,Healthcare,Medical Care Facilities,China,1480000000.0,,11.23,0.0009,133941.0
5096,NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",Financial,Closed-End Fund - Equity,USA,1480000000.0,8.84,15.58,0.0013,161880.0
5097,NFLT,Virtus Newfleet Multi-Sector Bond ETF,Financial,Exchange Traded Fund,USA,,,25.45,0.0002,190.0
5099,NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,Financial,Exchange Traded Fund,USA,,,58.57,0.005,244824.0
5101,NGAB,Northern Genesis Acquisition Corp. II,Financial,Shell Companies,USA,475280000.0,,9.91,0.001,16551.0
5102,NGAC,NextGen Acquisition Corporation,Financial,Shell Companies,USA,461470000.0,,9.85,-0.013000000000000001,208189.0
5103,NGACU,NextGen Acquisition Corporation,Financial,Shell Companies,USA,,,10.15,0.002,2508.0
5104,NGCA,NextGen Acquisition Corp. II,Financial,Shell Companies,USA,369970000.0,,9.67,-0.0021,282597.0
5105,NGCAU,NextGen Acquisition Corp. II,Financial,Shell Companies,USA,,,10.02,-0.0060999999999999995,29739.0
5107,NGE,Global X MSCI Nigeria ETF,Financial,Exchange Traded Fund,USA,,,11.06,-0.0143,3557.0
5110,NGM,"NGM Biopharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1590000000.0,,22.73,-0.006999999999999999,98870.0
5115,NH,"NantHealth, Inc.",Healthcare,Health Information Services,USA,219440000.0,,2.0,-0.0431,97335.0
5116,NHC,National HealthCare Corporation,Healthcare,Medical Care Facilities,USA,1170000000.0,12.81,74.99,-0.0064,12142.0
5117,NHF,NexPoint Strategic Opportunities Fund,Financial,Closed-End Fund - Debt,USA,518549999.99999994,,14.03,0.0079,101126.0
5118,NHI,"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities,USA,2910000000.0,17.71,62.95,0.0104,178754.0
5119,NHS,Neuberger Berman High Yield Strategies Fund Inc.,Financial,Asset Management,USA,248750000.0,82.13,12.73,-0.0109,19699.0
5122,NIB,iPath Bloomberg Cocoa Subindex Total Return(SM) ETN,Financial,Exchange Traded Fund,USA,,,30.71,0.008199999999999999,20838.0
5123,NICE,NICE Ltd.,Technology,Software - Application,Israel,16590000000.0,86.96,264.96,-0.0042,100766.0
5124,NICK,"Nicholas Financial, Inc.",Financial,Credit Services,USA,83510000.0,10.26,11.18,-0.0346,5264.0
5125,NID,Nuveen Intermediate Duration Municipal Term Fund,Financial,Asset Management,USA,698950000.0,29.62,14.9,0.0,37769.0
5126,NIE,AllianzGI Equity & Convertible Income Fund,Financial,Asset Management,USA,844850000.0,,30.49,-0.0029,56723.0
5127,NIM,Nuveen Select Maturities Municipal Fund,Financial,Closed-End Fund - Debt,USA,135530000.0,15.56,10.89,-0.0009,2501.0
5131,NIQ,Nuveen Intermediate Duration Quality Municipal Term Fund,Financial,Asset Management,USA,195800000.0,,14.95,-0.002,21766.0
5132,NISN,"Nisun International Enterprise Development Group Co., Ltd",Financial,Credit Services,China,206590000.0,19.53,10.35,0.0,32418.0
5134,NJAN,Innovator Nasdaq 100 Power Buffer ETF - January,Financial,Exchange Traded Fund,USA,,,41.31,0.003,3282.0
5136,NJUL,Innovator Nasdaq 100 Power Buffer ETF - July,Financial,Exchange Traded Fund,USA,,,46.74,0.001,1947.0
5138,NKG,Nuveen Georgia Quality Municipal Income Fund,Financial,Asset Management,USA,143750000.0,17.84,13.82,-0.0063,6012.0
5140,NKSH,"National Bankshares, Inc.",Financial,Banks - Regional,USA,237330000.0,14.85,38.78,-0.0018,6624.0
5141,NKTR,Nektar Therapeutics,Healthcare,Biotechnology,USA,2620000000.0,,14.29,-0.0007000000000000001,745181.0
5142,NKTX,"Nkarta, Inc.",Healthcare,Biotechnology,USA,1230000000.0,,37.64,-0.0070999999999999995,127366.0
5143,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,778380000.0,,16.38,0.0006,58826.0
5145,NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA,15280000000.0,21.44,26.29,0.0077,4471106.0
5146,NLR,VanEck Vectors Uranium+Nuclear Energy ETF,Financial,Exchange Traded Fund,USA,,,53.02,0.0031,1250.0
5149,NLSP,NLS Pharmaceutics AG,Healthcare,Biotechnology,Switzerland,28510000.0,,2.36,-0.0407,103038.0
5150,NLTX,"Neoleukin Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,307680000.0,,6.81,-0.0258,114939.0
5151,NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage,USA,12000000000.0,3.76,8.63,0.0034999999999999996,17675699.0
5153,NMCO,Nuveen Municipal Credit Opportunities Fund,Financial,Closed-End Fund - Debt,USA,848690000.0,,15.93,0.0031,129771.0
5154,NMFC,New Mountain Finance Corporation,Financial,Asset Management,USA,1310000000.0,4.77,13.53,0.0007000000000000001,171429.0
5156,NMI,"Nuveen Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,109180000.0,62.47,11.87,-0.0021,12380.0
5157,NMIH,"NMI Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,1890000000.0,9.98,22.73,-0.0034999999999999996,166850.0
5158,NML,Neuberger Berman MLP and Energy Income Fund Inc.,Financial,Asset Management,USA,274800000.0,,4.85,-0.0021,70250.0
5160,NMR,"Nomura Holdings, Inc.",Financial,Capital Markets,Japan,15970000000.0,31.31,5.01,0.0,217826.0
5161,NMRD,Nemaura Medical Inc.,Healthcare,Medical Devices,USA,164150000.0,,7.03,-0.0277,29197.0
5162,NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,USA,2550000000.0,26.2,13.31,0.0045000000000000005,841175.0
5163,NMS,Nuveen Minnesota Quality Municipal Income Fund,Financial,Asset Management,USA,91250000.0,,15.78,0.0025,1959.0
5164,NMT,Nuveen Massachusetts Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,142640000.0,19.13,15.3,0.0,11911.0
5165,NMTC,NeuroOne Medical Technologies Corporation,Healthcare,Medical Devices,USA,49790000.0,,4.43,0.0045000000000000005,21525.0
5166,NMTR,"9 Meters Biopharma, Inc.",Healthcare,Biotechnology,USA,256630000.0,,1.04,-0.0189,1198511.0
5167,NMZ,Nuveen Municipal High Income Opportunity Fund,Financial,Asset Management,USA,1310000000.0,,15.53,0.0026,236160.0
5170,NNDM,Nano Dimension Ltd.,Technology,Computer Hardware,Israel,1440000000.0,,5.78,-0.0883,16292723.0
5171,NNI,"Nelnet, Inc.",Financial,Credit Services,USA,2960000000.0,5.94,78.24,0.0022,34039.0
5172,NNN,"National Retail Properties, Inc.",Real Estate,REIT - Retail,USA,8480000000.0,36.53,47.96,0.009300000000000001,437667.0
5173,NNOX,Nano-X Imaging Ltd.,Healthcare,Medical Devices,Israel,1290000000.0,,27.19,-0.038900000000000004,920263.0
5174,NNVC,"NanoViricides, Inc.",Healthcare,Biotechnology,USA,43740000.0,,3.8,-0.038,265776.0
5175,NNY,Nuveen New York Municipal Value Fund,Financial,Closed-End Fund - Debt,USA,155860000.0,94.72,10.23,0.0049,19330.0
5177,NOAC,Natural Order Acquisition Corp.,Financial,Shell Companies,USA,277440000.0,,9.65,-0.0072,313151.0
5178,NOACU,Natural Order Acquisition Corp.,Financial,Shell Companies,USA,,,10.26,-0.001,305181.0
5179,NOAH,Noah Holdings Limited,Financial,Asset Management,China,2530000000.0,,41.46,-0.0126,90382.0
5180,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Financial,Exchange Traded Fund,USA,,,94.64,0.0036,246674.0
5182,NOCT,Innovator Nasdaq-100 Power Buffer ETF,Financial,Exchange Traded Fund,USA,,,38.79,-0.0001,5805.0
5183,NODK,"NI Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,408600000.0,7.81,19.21,0.0021,1279.0
5185,NOK,Nokia Corporation,Technology,Communication Equipment,Finland,35510000000.0,,6.12,0.0166,13763403.0
5186,NOM,Nuveen Missouri Quality Municipal Income Fund,Financial,Closed-End Fund - Equity,USA,36980000.0,27.94,15.76,0.0102,1305.0
5188,NORW,Global X MSCI Norway ETF,Financial,Exchange Traded Fund,USA,,,14.44,0.0084,30541.0
5189,NOTV,"Inotiv, Inc.",Healthcare,Diagnostics & Research,USA,425440000.0,,29.14,-0.0175,50549.0
5191,NOVA,Sunnova Energy International Inc.,Technology,Solar,USA,3920000000.0,,34.02,-0.079,1531959.0
5192,NOVN,"Novan, Inc.",Healthcare,Biotechnology,USA,156880000.0,,8.27,-0.14300000000000002,1228232.0
5193,NOVT,Novanta Inc.,Technology,Scientific & Technical Instruments,USA,5070000000.0,119.06,146.32,0.0002,56713.0
5194,NOW,"ServiceNow, Inc.",Technology,Software - Application,USA,117400000000.0,697.31,587.83,0.0108,637438.0
5196,NPCE,"NeuroPace, Inc.",Healthcare,Medical Devices,USA,483540000.0,,20.55,-0.0512,175428.0
5199,NPTN,NeoPhotonics Corporation,Technology,Semiconductors,USA,444060000.0,,8.52,-0.0241,389673.0
5200,NPV,Nuveen Virginia Quality Municipal Income Fund,Financial,Asset Management,USA,299640000.0,20.18,16.75,0.0018,14456.0
5201,NQP,Nuveen Pennsylvania Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,573090000.0,,15.33,-0.0007000000000000001,20120.0
5203,NRAC,Noble Rock Acquisition Corporation,Financial,Shell Companies,USA,234010000.0,,9.69,-0.001,602.0
5204,NRACU,Noble Rock Acquisition Corporation,Financial,Shell Companies,USA,,,9.95,0.0,2598.0
5205,NRBO,"NeuroBo Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,78660000.0,,3.54,-0.022099999999999998,186226.0
5206,NRC,National Research Corporation,Healthcare,Diagnostics & Research,USA,1320000000.0,38.65,52.21,0.0038,12122.0
5207,NREF,"NexPoint Real Estate Finance, Inc.",Real Estate,REIT - Diversified,USA,123670000.0,5.55,23.29,0.017,91873.0
5209,NRGD,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETNs,Financial,Exchange Traded Fund,USA,,,14.9,0.048600000000000004,244310.0
5210,NRGU,MicroSectors U.S. Big Oil Index 3X Leveraged ETNs,Financial,Exchange Traded Fund,USA,,,117.0,-0.054400000000000004,258669.0
5211,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,Financial,Asset Management,USA,523070000.00000006,,11.7,-0.0068000000000000005,89039.0
5212,NRIM,"Northrim BanCorp, Inc.",Financial,Banks - Regional,USA,257290000.00000003,6.37,42.81,-0.012199999999999999,4257.0
5213,NRIX,"Nurix Therapeutics, Inc.",Healthcare,Biotechnology,USA,1490000000.0,,30.79,-0.026600000000000002,158745.0
5214,NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA,1250000000.0,,14.3,0.0,112183.0
5215,NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,Financial,Asset Management,USA,241370000.0,,5.09,-0.011699999999999999,128073.0
5218,NRXP,"NRx Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,738320000.0,,15.22,-0.0123,961577.0
5219,NRZ,New Residential Investment Corp.,Real Estate,REIT - Mortgage,USA,4610000000.0,7.95,9.96,0.002,2572709.0
5221,NSA,National Storage Affiliates Trust,Real Estate,REIT - Industrial,USA,4880000000.0,69.28,55.63,0.0078000000000000005,632419.0
5223,NSEC,"The National Security Group, Inc.",Financial,Insurance - Property & Casualty,USA,27610000.0,,10.46,-0.0141,114.0
5224,NSIT,"Insight Enterprises, Inc.",Technology,Information Technology Services,USA,3520000000.0,19.12,97.4,-0.0016,83042.0
5225,NSL,Nuveen Senior Income Fund,Financial,Closed-End Fund - Debt,USA,224720000.0,,5.82,0.0069,192947.0
5227,NSPR,"InspireMD, Inc.",Healthcare,Medical Devices,Israel,30170000.0,,3.8,-0.0617,134965.0
5229,NSTB,Northern Star Investment Corp. II,Financial,Shell Companies,USA,495490000.0,,9.89,0.001,58478.0
5230,NSTC,Northern Star Investment Corp. III,Financial,Shell Companies,USA,390000000.0,,9.75,0.0021,1403.0
5231,NSTD,Northern Star Investment Corp. IV,Financial,Shell Companies,USA,,,9.69,0.0012,346.0
5232,NSTG,"NanoString Technologies, Inc.",Healthcare,Biotechnology,USA,2570000000.0,,55.88,-0.0217,169022.0
5233,NSYS,Nortech Systems Incorporated,Technology,Electronic Components,USA,28180000.0,,11.14,0.1402,32743.0
5234,NTAP,"NetApp, Inc.",Technology,Computer Hardware,USA,18280000000.0,25.56,82.28,-0.009399999999999999,607971.0
5235,NTB,The Bank of N.T. Butterfield & Son Limited,Financial,Banks - Diversified,Bermuda,1670000000.0,11.23,34.6,0.0058,77609.0
5237,NTCT,"NetScout Systems, Inc.",Technology,Software - Infrastructure,USA,1990000000.0,79.04,27.03,-0.0011,188809.0
5238,NTEC,Intec Pharma Ltd,Healthcare,Biotechnology,Israel,46440000.0,,9.63,0.0,0.0
5240,NTG,"Tortoise Midstream Energy Fund, Inc.",Financial,Closed-End Fund - Equity,USA,169700000.0,,29.03,-0.0058,19370.0
5241,NTGR,"NETGEAR, Inc.",Technology,Communication Equipment,USA,1080000000.0,11.33,35.13,-0.006500000000000001,197946.0
5243,NTIP,"Network-1 Technologies, Inc.",Technology,Communication Equipment,USA,72960000.0,8.23,3.02,-0.0066,10843.0
5244,NTLA,"Intellia Therapeutics, Inc.",Healthcare,Biotechnology,USA,11050000000.0,,155.39,-0.0305,821732.0
5245,NTNX,"Nutanix, Inc.",Technology,Software - Infrastructure,USA,8039999999.999999,,37.83,0.024900000000000002,1529946.0
5246,NTP,Nam Tai Property Inc.,Real Estate,Real Estate Services,China,1000000000.0,19.7,24.05,0.0021,31667.0
5248,NTRA,"Natera, Inc.",Healthcare,Diagnostics & Research,USA,9460000000.0,,100.91,-0.0116,394763.0
5249,NTRS,Northern Trust Corporation,Financial,Asset Management,USA,23590000000.0,19.85,116.37,-0.0096,411218.0
5250,NTST,NETSTREIT Corp.,Real Estate,REIT - Retail,USA,1040000000.0,1080.83,25.94,0.0109,168671.0
5251,NTSX,WisdomTree U.S. Efficient Core Fund,Financial,Exchange Traded Fund,USA,,,42.5,0.0059,71963.0
5252,NTUS,Natus Medical Incorporated,Healthcare,Medical Devices,USA,887390000.0,,25.21,-0.0129,62304.0
5253,NTWK,"NetSol Technologies, Inc.",Technology,Software - Application,USA,49370000.0,53.01,4.4,-0.0187,9795.0
5255,NUAG,Nuveen Enhanced Yield U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,4850000000.0,,25.09,0.004,40788.0
5256,NUAN,"Nuance Communications, Inc.",Technology,Software - Application,USA,15730000000.0,1245.0,54.78,-0.0004,1118482.0
5257,NUBD,Nuveen ESG U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,,,26.18,0.0036,19974.0
5258,NUDM,Nuveen ESG International Developed Markets Equity ETF,Financial,Exchange Traded Fund,USA,,,32.72,0.005699999999999999,9373.0
5260,NUEM,Nuveen ESG Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,,,35.0,-0.0018,10730.0
5261,NUGT,Direxion Daily Gold Miners Index Bull 2X Shares,Financial,Exchange Traded Fund,USA,,,53.53,0.039599999999999996,2479326.0
5262,NUHY,Nuveen ESG High Yield Corporate Bond ETF,Financial,Exchange Traded Fund,USA,,,24.65,0.0007000000000000001,12505.0
5263,NULC,Nuveen ESG Large-Cap ETF,Financial,Exchange Traded Fund,USA,,,41.71,0.0007000000000000001,51.0
5264,NULG,Nuveen ESG Large-Cap Growth ETF,Financial,Exchange Traded Fund,USA,,,67.82,0.0044,30682.0
5265,NULV,Nuveen ESG Large-Cap Value ETF,Financial,Exchange Traded Fund,USA,,,38.88,0.0005,46393.0
5266,NUMG,Nuveen ESG Mid-Cap Growth ETF,Financial,Exchange Traded Fund,USA,,,56.18,0.0004,15831.0
5267,NUMV,Nuveen ESG Mid-Cap Value ETF,Financial,Exchange Traded Fund,USA,,,37.53,-0.0008,26465.0
5268,NUO,Nuveen Ohio Quality Municipal Income Fund,Financial,Asset Management,USA,303150000.0,23.44,16.55,0.0,13774.0
5269,NURE,Nuveen Short-Term REIT ETF,Financial,Exchange Traded Fund,USA,,,35.91,0.0025,116316.0
5270,NURO,"NeuroMetrix, Inc.",Healthcare,Medical Instruments & Supplies,USA,70390000.0,,12.2,-0.1153,694846.0
5272,NUSA,Nuveen Enhanced Yield 1-5 Year U.S. Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,,,25.22,0.0008,6634.0
5273,NUSC,Nuveen ESG Small-Cap ETF,Financial,Exchange Traded Fund,USA,,,44.32,-0.0058,67795.0
5274,NUSI,Nationwide Risk-Managed Income ETF,Financial,Exchange Traded Fund,USA,,,28.8,0.0021,331473.0
5275,NUV,"Nuveen Municipal Value Fund, Inc.",Financial,Closed-End Fund - Debt,USA,2420000000.0,41.09,11.71,-0.0022,177388.0
5276,NUVA,"NuVasive, Inc.",Healthcare,Medical Devices,USA,3030000000.0,1672.86,58.55,0.0098,369865.0
5277,NUVB,Nuvation Bio Inc.,Healthcare,Biotechnology,USA,2009999999.9999998,,9.13,0.0305,659964.0
5278,NUW,Nuveen AMT-Free Municipal Value Fund,Financial,Asset Management,USA,266570000.0,,17.18,-0.0012,7043.0
5279,NUWE,"Nuwellis, Inc.",Healthcare,Medical Devices,USA,27920000.0,,4.25,0.0070999999999999995,65769.0
5281,NVAX,"Novavax, Inc.",Healthcare,Biotechnology,USA,23710000000.0,,257.27,0.0406,7064067.0
5282,NVCN,Neovasc Inc.,Healthcare,Medical Devices,Canada,72360000.0,,0.84,0.0383,793395.0
5283,NVCR,NovoCure Limited,Healthcare,Medical Instruments & Supplies,USA,15120000000.0,,139.28,-0.0192,264689.0
5284,NVDA,NVIDIA Corporation,Technology,Semiconductors,USA,509780000000.0,95.72,201.88,0.014199999999999999,18202785.0
5285,NVEC,NVE Corporation,Technology,Semiconductors,USA,346020000.0,27.27,72.54,0.0275,17585.0
5288,NVG,Nuveen AMT-Free Municipal Credit Income Fund,Financial,Asset Management,USA,3790000000.0,41.89,17.76,0.0045000000000000005,222911.0
5290,NVIV,InVivo Therapeutics Holdings Corp.,Healthcare,Biotechnology,USA,21020000.0,,0.6,-0.0182,572902.0
5291,NVMI,Nova Measuring Instruments Ltd.,Technology,Semiconductor Equipment & Materials,Israel,2640000000.0,51.26,94.89,-0.0016,29031.0
5292,NVO,Novo Nordisk A/S,Healthcare,Drug Manufacturers - General,Denmark,187330000000.0,33.77,102.76,0.0097,763583.0
5293,NVOS,"Novo Integrated Sciences, Inc.",Healthcare,Medical Care Facilities,USA,53770000.0,,2.03,0.0253,27004.0
5295,NVRO,Nevro Corp.,Healthcare,Medical Devices,USA,3410000000.0,,101.99,-0.026600000000000002,656523.0
5296,NVS,Novartis AG,Healthcare,Drug Manufacturers - General,Switzerland,232860000000.0,23.71,93.83,0.0103,1871301.0
5297,NVSA,New Vista Acquisition Corp,Financial,Shell Companies,USA,333740000.0,,9.67,-0.0033,6233.0
5298,NVSAU,New Vista Acquisition Corp,Financial,Shell Companies,USA,,,9.99,-0.0018,2529.0
5299,NVST,Envista Holdings Corporation,Healthcare,Medical Instruments & Supplies,USA,6390000000.0,23.02,40.01,-0.0002,500812.0
5301,NVTA,Invitae Corporation,Healthcare,Diagnostics & Research,USA,5690000000.0,,26.09,-0.0605,5051012.0
5303,NWBI,"Northwest Bancshares, Inc.",Financial,Banks - Regional,USA,1670000000.0,10.46,13.32,-0.0015,526332.0
5305,NWFL,Norwood Financial Corp.,Financial,Banks - Regional,USA,209340000.0,9.53,25.41,-0.005699999999999999,5027.0
5306,NWG,NatWest Group plc,Financial,Banks - Diversified,United Kingdom,34490000000.0,14.6,6.09,-0.0016,832715.0
5309,NWLI,"National Western Life Group, Inc.",Financial,Insurance - Life,USA,834250000.0,5.46,235.0,-0.0125,5925.0
5315,NXC,Nuveen California Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,104490000.0,17.85,16.44,-0.0126,9087.0
5317,NXGN,"NextGen Healthcare, Inc.",Healthcare,Health Information Services,USA,1030000000.0,78.88,15.54,-0.0051,246940.0
5318,NXJ,Nuveen New Jersey Quality Municipal Income Fund,Financial,Asset Management,USA,650870000.0,,15.69,0.0013,56326.0
5319,NXN,Nuveen New York Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,55970000.0,50.57,14.26,-0.0004,2046.0
5320,NXP,Nuveen Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,289810000.0,29.93,17.48,0.0011,21422.0
5321,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Netherlands,56850000000.0,59.25,215.26,0.0034000000000000002,1416493.0
5322,NXQ,Nuveen Select Tax-Free Income Portfolio 2,Financial,Closed-End Fund - Debt,USA,286650000.0,16.05,16.18,0.0,18532.0
5323,NXR,Nuveen Select Tax-Free Income Portfolio 3,Financial,Closed-End Fund - Debt,USA,233670000.0,27.68,17.91,0.0006,3295.0
5324,NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential,USA,1480000000.0,98.4,59.63,0.0037,48209.0
5326,NXTC,"NextCure, Inc.",Healthcare,Biotechnology,USA,265760000.0,,7.21,-0.0069,155208.0
5328,NXTG,First Trust IndXX NextG ETF,Financial,Exchange Traded Fund,USA,,,77.85,0.0013,20156.0
5330,NXU,Novus Capital Corporation II,Financial,Shell Companies,USA,347110000.0,,9.65,-0.001,4740.0
5331,NYCB,"New York Community Bancorp, Inc.",Financial,Banks - Regional,USA,5830000000.0,14.44,12.61,-0.0063,3546390.0
5332,NYF,iShares New York Muni Bond ETF,Financial,Exchange Traded Fund,USA,,,58.43,0.0009,6956.0
5333,NYMT,"New York Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,USA,1650000000.0,5.36,4.32,0.0,1659281.0
5334,NYMTL,"New York Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,USA,,,24.32,0.0006,12948.0
5335,NYMX,Nymox Pharmaceutical Corporation,Healthcare,Biotechnology,Bahamas,129100000.0,,1.62,0.0253,111840.0
5337,NYXH,Nyxoah S.A.,Healthcare,Medical Instruments & Supplies,Belgium,,,30.52,-0.0054,455.0
5338,NZF,Nuveen Municipal Credit Income Fund,Financial,Asset Management,USA,2460000000.0,213.7,17.31,-0.0012,154451.0
5339,O,Realty Income Corporation,Real Estate,REIT - Retail,USA,28080000000.0,72.9,71.95,0.0144,2888218.0
