,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
5342,OBAS,Optibase Ltd.,Real Estate,Real Estate Services,Israel,54690000.0,8.48,10.52,-0.0177,1.0
5344,OBLG,Oblong Inc.,Technology,Software - Application,USA,72470000.0,,2.16,-0.056799999999999996,171745.0
5345,OBNK,"Origin Bancorp, Inc.",Financial,Banks - Regional,USA,939370000.0,11.63,41.4,-0.0155,30843.0
5346,OBSV,ObsEva SA,Healthcare,Biotechnology,Switzerland,144700000.0,,2.63,-0.057300000000000004,745383.0
5348,OCA,Omnichannel Acquisition Corp.,Financial,Shell Companies,USA,253910000.0,,9.83,-0.001,61115.0
5349,OCAXU,OCA Acquisition Corp.,Financial,Shell Companies,USA,,,10.09,-0.0102,950.0
5350,OCC,Optical Cable Corporation,Technology,Communication Equipment,USA,30300000.0,,3.89,-0.0415,9173.0
5351,OCCI,"OFS Credit Company, Inc.",Financial,Asset Management,USA,81300000.0,3.09,13.65,-0.0044,62014.0
5352,OCDX,Ortho Clinical Diagnostics Holdings plc,Healthcare,Diagnostics & Research,USA,4630000000.0,,19.61,-0.019,259240.0
5353,OCFC,OceanFirst Financial Corp.,Financial,Banks - Regional,USA,1240000000.0,14.91,21.67,-0.0037,190163.0
5354,OCFT,"OneConnect Financial Technology Co., Ltd.",Technology,Software - Application,China,1960000000.0,,4.78,-0.0062,2510885.0
5356,OCGN,"Ocugen, Inc.",Healthcare,Biotechnology,USA,1400000000.0,,7.42,-0.069,8919252.0
5357,OCN,Ocwen Financial Corporation,Financial,Mortgage Finance,USA,240220000.0,,28.7,-0.010700000000000001,21052.0
5358,OCSL,Oaktree Specialty Lending Corporation,Financial,Credit Services,USA,1310000000.0,3.0,7.25,0.0055000000000000005,630442.0
5359,OCUL,"Ocular Therapeutix, Inc.",Healthcare,Biotechnology,USA,845090000.0,,10.76,-0.0128,357489.0
5360,OCUP,"Ocuphire Pharma, Inc.",Healthcare,Biotechnology,USA,54050000.0,,4.55,-0.0421,232294.0
5361,OCX,OncoCyte Corporation,Healthcare,Biotechnology,USA,384430000.0,,4.48,-0.0667,1034729.0
5365,ODT,"Odonate Therapeutics, Inc.",Healthcare,Biotechnology,USA,125930000.0,,3.26,-0.0355,280700.0
5367,OEF,iShares S&P 100 ETF,Financial,Exchange Traded Fund,USA,,,205.12,0.0028000000000000004,116394.0
5369,OEPWU,One Equity Partners Open Water I Corp.,Financial,Shell Companies,USA,,,9.93,0.0017000000000000001,100.0
5371,OEUR,O'Shares Europe Quality Dividend ETF,Financial,Exchange Traded Fund,USA,,,30.0,0.0104,400342.0
5372,OFC,Corporate Office Properties Trust,Real Estate,REIT - Office,USA,3160000000.0,37.38,28.3,0.0004,654810.0
5373,OFED,Oconee Federal Financial Corp.,Financial,Banks - Regional,USA,126170000.0,31.03,22.53,-0.023399999999999997,16.0
5374,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1210000000.0,12.79,24.01,-0.0074,83930.0
5375,OFIX,Orthofix Medical Inc.,Healthcare,Medical Devices,USA,731450000.0,,39.97,0.0096,71222.0
5377,OFS,OFS Capital Corporation,Financial,Asset Management,USA,139750000.0,3.49,10.42,-0.0123,34370.0
5378,OG,Onion Global Limited,Technology,Software - Application,China,301790000.0,8.63,3.14,-0.029300000000000003,21139.0
5380,OGEN,"Oragenics, Inc.",Healthcare,Biotechnology,USA,78880000.0,,0.66,-0.0431,4590141.0
5381,OGI,OrganiGram Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1080000000.0,,2.9,0.0821,10382494.0
5382,OGIG,O'Shares Global Internet Giants ETF,Financial,Exchange Traded Fund,USA,,,54.4,-0.0033,55351.0
5383,OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,USA,8690000000.0,,34.21,0.0212,3439708.0
5385,OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,USA,8310000000.000001,40.06,34.89,0.0043,1492573.0
5386,OHPAU,Orion Acquisition Corp.,Financial,Shell Companies,USA,,,9.93,-0.008,9739.0
5388,OIA,Invesco Municipal Income Opportunities Trust,Financial,Closed-End Fund - Debt,USA,390590000.0,134.59,8.21,0.0037,33627.0
5390,OIH,VanEck Vectors Oil Services ETF,Financial,Exchange Traded Fund,USA,,,184.03,-0.020099999999999996,855407.0
5392,OIIM,O2Micro International Limited,Technology,Electronic Components,Cayman Islands,191890000.0,15.33,6.7,-0.051,129943.0
5393,OIL,iPath Pure Beta Crude Oil ETN,Financial,Exchange Traded Fund,USA,,,20.44,-0.0154,14811.0
5394,OILK,ProShares K-1 Free Crude Oil Strategy ETF,Financial,Exchange Traded Fund,USA,,,59.01,-0.0139,7555.0
5397,OKTA,"Okta, Inc.",Technology,Software - Infrastructure,USA,32850000000.0,,235.84,-0.0013,802194.0
5398,OLB,"The OLB Group, Inc.",Technology,Software - Application,USA,37280000.0,,5.64,0.0053,52513.0
5399,OLD,The Long-Term Care ETF,Financial,Exchange Traded Fund,USA,,,32.1,0.0101,2389.0
5400,OLED,Universal Display Corporation,Technology,Semiconductor Equipment & Materials,USA,10340000000.0,50.01,196.2,-0.018799999999999997,340908.0
5401,OLK,Olink Holding AB (publ),Healthcare,Diagnostics & Research,Sweden,3380000000.0,,28.41,-0.0066,117274.0
5403,OLMA,"Olema Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,990530000.0,,26.8,-0.019,221255.0
5405,OLO,Olo Inc.,Technology,Software - Application,USA,5390000000.0,,36.74,-0.0105,173279.0
5406,OLP,"One Liberty Properties, Inc.",Real Estate,REIT - Diversified,USA,641480000.0,23.25,30.9,0.0195,44732.0
5407,OM,"Outset Medical, Inc.",Healthcare,Medical Devices,USA,1750000000.0,,39.0,0.0269,432703.0
5410,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,USA,6330000000.0,115.23,151.18,-0.0097,95612.0
5411,OMEG,Omega Alpha SPAC,Financial,Shell Companies,USA,172350000.0,,9.71,0.0,121.0
5412,OMER,Omeros Corporation,Healthcare,Biotechnology,USA,989860000.0,,15.33,0.0046,242646.0
5414,OMF,"OneMain Holdings, Inc.",Financial,Credit Services,USA,7680000000.0,5.67,57.73,-0.0045000000000000005,2004096.0
5415,OMFL,Invesco Russell 1000 Dynamic Multifactor ETF,Financial,Exchange Traded Fund,USA,,,48.22,-0.0045000000000000005,115278.0
5416,OMFS,Invesco Russell 2000 Dynamic Multifactor ETF,Financial,Exchange Traded Fund,USA,,,40.3,-0.0115,4052.0
5417,OMI,"Owens & Minor, Inc.",Healthcare,Medical Distribution,USA,2900000000.0,11.63,38.63,-0.0242,516533.0
5418,OMIC,"Singular Genomics Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,1110000000.0,,15.23,-0.0212,45654.0
5420,ON,ON Semiconductor Corporation,Technology,Semiconductors,USA,18520000000.0,36.0,43.45,0.0012,6026201.0
5421,ONB,Old National Bancorp,Financial,Banks - Regional,USA,2660000000.0,9.16,16.68,-0.0012,840453.0
5422,ONCR,"Oncorus, Inc.",Healthcare,Biotechnology,USA,260970000.00000003,,10.7,-0.1967,130733.0
5423,ONCS,OncoSec Medical Incorporated,Healthcare,Biotechnology,USA,92380000.0,,2.4,0.07139999999999999,435894.0
5424,ONCT,"Oncternal Therapeutics, Inc.",Healthcare,Biotechnology,USA,167530000.0,,3.69,-0.0264,312916.0
5425,ONCY,Oncolytics Biotech Inc.,Healthcare,Biotechnology,Canada,110500000.0,,2.09,-0.05,235607.0
5426,ONDS,Ondas Holdings Inc.,Technology,Communication Equipment,USA,248790000.0,,7.62,-0.033,313127.0
5428,ONEM,"1Life Healthcare, Inc.",Healthcare,Health Information Services,USA,3380000000.0,,23.62,-0.0449,1154224.0
5429,ONEO,SPDR Russell 1000 Momentum Focus ETF,Financial,Exchange Traded Fund,USA,,,102.14,-0.0028000000000000004,1144.0
5430,ONEQ,Fidelity Nasdaq Composite Index ETF,Financial,Exchange Traded Fund,USA,,,57.56,0.0002,117243.0
5431,ONEV,SPDR Russell 1000 Low Volatility Focus ETF,Financial,Exchange Traded Fund,USA,,,108.09,0.0017000000000000001,5597.0
5433,ONEY,SPDR Russell 1000 Yield Focus ETF,Financial,Exchange Traded Fund,USA,,,97.13,-0.0012,4314.0
5434,ONLN,ProShares Online Retail ETF,Financial,Exchange Traded Fund,USA,,,71.58,-0.0102,138918.0
5435,ONTF,"ON24, Inc.",Technology,Software - Application,USA,1090000000.0,,21.98,0.0129,1626593.0
5436,ONTO,Onto Innovation Inc.,Technology,Semiconductors,USA,3260000000.0,59.86,72.19,-0.0078000000000000005,249857.0
5437,ONTX,"Onconova Therapeutics, Inc.",Healthcare,Biotechnology,USA,78120000.0,,4.96,-0.0425,362860.0
5438,ONVO,"Organovo Holdings, Inc.",Healthcare,Diagnostics & Research,USA,69500000.0,,7.8,-0.04650000000000001,58565.0
5440,OOTO,Direxion Daily Travel & Vacation Bull 2X Shares,Financial,Exchange Traded Fund,USA,,,19.07,-0.0144,6970.0
5441,OPBK,OP Bancorp,Financial,Banks - Regional,USA,155940000.0,12.22,10.41,-0.0095,4971.0
5442,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,USA,3700000000.0,79.55,21.24,-0.0189,434067.0
5443,OPEN,Opendoor Technologies Inc.,Real Estate,Real Estate Services,USA,10580000000.0,,17.55,-0.0239,18866898.0
5444,OPER,ClearShares Ultra-Short Maturity ETF,Financial,Exchange Traded Fund,USA,,,100.11,0.0,13846.0
5445,OPFI,OppFi Inc.,Technology,Software - Application,USA,821510000.0,,6.9,-0.0775,568684.0
5446,OPGN,"OpGen, Inc.",Healthcare,Diagnostics & Research,USA,101140000.0,,2.59,0.0197,528034.0
5447,OPHC,"OptimumBank Holdings, Inc.",Financial,Banks - Regional,USA,20920000.0,,5.27,-0.033,39631.0
5448,OPI,Office Properties Income Trust,Real Estate,REIT - Office,USA,1290000000.0,,26.72,0.0011,96081.0
5449,OPK,"OPKO Health, Inc.",Healthcare,Diagnostics & Research,USA,2470000000.0,33.15,3.68,-0.0187,2159945.0
5450,OPNT,"Opiant Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,65480000.00000001,,15.48,-0.0337,30547.0
5451,OPOF,Old Point Financial Corporation,Financial,Banks - Regional,USA,116960000.0,17.89,22.24,-0.0069,357.0
5452,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",Financial,Asset Management,USA,225050000.0,,16.24,-0.0012,180502.0
5453,OPRA,Opera Limited,Technology,Software - Infrastructure,Norway,1020000000.0,18.18,9.0,-0.0526,105523.0
5454,OPRT,Oportun Financial Corporation,Financial,Credit Services,USA,604420000.0,,24.61,-0.0053,33632.0
5455,OPRX,OptimizeRx Corporation,Healthcare,Health Information Services,USA,1130000000.0,,62.12,-0.0158,90694.0
5456,OPT,Opthea Limited,Healthcare,Biotechnology,Australia,303050000.0,,7.18,0.022799999999999997,38984.0
5457,OPTN,"OptiNose, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,140730000.0,,2.63,0.0154,344079.0
5459,OPY,Oppenheimer Holdings Inc.,Financial,Capital Markets,USA,558670000.0,3.6,45.09,-0.013999999999999999,54054.0
5464,ORC,"Orchid Island Capital, Inc.",Real Estate,REIT - Mortgage,USA,617620000.0,32.03,5.06,0.004,1611267.0
5465,ORCC,Owl Rock Capital Corporation,Financial,Credit Services,USA,5750000000.0,8.13,14.71,0.0062,1716869.0
5466,ORCL,Oracle Corporation,Technology,Software - Infrastructure,USA,252090000000.0,19.76,90.38,0.0063,6629755.0
5468,ORGO,Organogenesis Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1980000000.0,42.03,15.09,-0.049100000000000005,609174.0
5469,ORGS,Orgenesis Inc.,Healthcare,Biotechnology,USA,126370000.0,,5.16,0.0,33170.0
5470,ORI,Old Republic International Corporation,Financial,Insurance - Diversified,USA,7820000000.0,4.88,25.79,0.0023,2174867.0
5471,ORIC,"ORIC Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,840030000.0,,18.63,-0.027200000000000002,196237.0
5474,ORMP,Oramed Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,545250000.0,,17.68,-0.14800000000000002,1362399.0
5476,ORPH,Orphazyme A/S,Healthcare,Biotechnology,Denmark,180000000.0,,5.15,-0.0636,2179474.0
5477,ORRF,"Orrstown Financial Services, Inc.",Financial,Banks - Regional,USA,260070000.0,7.62,23.43,-0.0184,6623.0
5478,ORTX,Orchard Therapeutics plc,Healthcare,Biotechnology,United Kingdom,338650000.0,,2.79,-0.0141,299052.0
5479,OSAT,Orbsat Corp.,Technology,Communication Equipment,USA,31410000.0,,5.5,-0.0368,163329.0
5480,OSBC,"Old Second Bancorp, Inc.",Financial,Banks - Regional,USA,342940000.0,9.21,12.05,0.0317,289169.0
5481,OSCR,"Oscar Health, Inc.",Healthcare,Healthcare Plans,USA,3140000000.0,,14.7,0.0027,1146182.0
5482,OSCV,Opus Small Cap Value Plus ETF,Financial,Exchange Traded Fund,USA,,,33.01,-0.0045000000000000005,32420.0
5484,OSH,"Oak Street Health, Inc.",Healthcare,Medical Care Facilities,USA,12400000000.0,,51.0,0.0037,2343926.0
5485,OSI,Osiris Acquisition Corp.,Financial,Shell Companies,USA,,,9.64,0.0,454.0
5486,OSIS,"OSI Systems, Inc.",Technology,Electronic Components,USA,1780000000.0,29.64,100.75,0.0068000000000000005,50456.0
5488,OSMT,Osmotica Pharmaceuticals plc,Healthcare,Biotechnology,USA,256050000.0,,4.16,-0.0072,242081.0
5490,OSPN,OneSpan Inc.,Technology,Software - Application,USA,832730000.0,,20.41,-0.0202,233897.0
5491,OSS,"One Stop Systems, Inc.",Technology,Computer Hardware,USA,105240000.0,83.73,5.61,-0.0634,193023.0
5493,OSTRU,Oyster Enterprises Acquisition Corp.,Financial,Shell Companies,USA,,,9.92,0.0,0.0
5494,OSUR,"OraSure Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,796880000.0,148.9,10.87,-0.0154,387424.0
5496,OTECU,OceanTech Acquisitions I Corp.,Financial,Shell Companies,USA,,,10.32,-0.0029,1505.0
5497,OTEX,Open Text Corporation,Technology,Software - Application,Canada,14500000000.0,94.13,53.56,0.0075,304968.0
5498,OTIC,"Otonomy, Inc.",Healthcare,Biotechnology,USA,82760000.0,,1.47,-0.0455,703089.0
5500,OTLK,"Outlook Therapeutics, Inc.",Healthcare,Biotechnology,USA,405020000.0,,2.4,-0.051399999999999994,1903947.0
5502,OTRK,"Ontrak, Inc.",Healthcare,Medical Care Facilities,USA,439860000.0,,24.01,-0.1157,502148.0
5504,OUNZ,VanEck Merk Gold Trust,Financial,Exchange Traded Fund,USA,,,17.31,0.0138,370653.0
5505,OUSA,O'Shares U.S. Quality Dividend ETF,Financial,Exchange Traded Fund,USA,,,44.04,0.005,24812.0
5506,OUSM,OShares U.S. Small-Cap Quality Dividend ETF,Financial,Exchange Traded Fund,USA,,,36.32,0.0026,1554.0
5507,OUST,"Ouster, Inc.",Technology,Electronic Components,USA,1620000000.0,,9.76,-0.0669,546691.0
5508,OUT,Outfront Media Inc. (REIT),Real Estate,REIT - Specialty,USA,3480000000.0,,24.87,-0.002,1057551.0
5509,OVB,Overlay Shares Core Bond ETF,Financial,Exchange Traded Fund,USA,,,26.37,0.0036,8038.0
5510,OVBC,Ohio Valley Banc Corp.,Financial,Banks - Regional,USA,124800000.0,9.3,26.0,0.0326,9877.0
5511,OVID,Ovid Therapeutics Inc.,Healthcare,Biotechnology,USA,274680000.0,2.5,4.04,0.0332,519051.0
5512,OVL,Overlay Shares Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,,,38.65,0.0009,3711.0
5513,OVLH,Overlay Shares Hedged Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,,,28.67,0.0007000000000000001,4706.0
5514,OVLY,Oak Valley Bancorp,Financial,Banks - Regional,USA,151940000.0,8.84,18.11,0.005600000000000001,17201.0
5515,OVM,Overlay Shares Municipal Bond ETF,Financial,Exchange Traded Fund,USA,,,26.36,-0.0015,717.0
5516,OVT,Overlay Shares Short Term Bond ETF,Financial,Exchange Traded Fund,USA,,,25.17,-0.0026,2377.0
5518,OWL,Blue Owl Capital Inc.,Financial,Asset Management,USA,16690000000.000002,,12.91,0.0125,2862574.0
5519,OWLT,"Owlet, Inc.",Healthcare,Medical Devices,USA,1130000000.0,,10.32,0.023799999999999998,96391.0
5520,OXBR,Oxbridge Re Holdings Limited,Financial,Insurance - Reinsurance,Cayman Islands,22460000.0,66.5,3.99,-0.022099999999999998,269638.0
5521,OXLC,Oxford Lane Capital Corp.,Financial,Closed-End Fund - Debt,USA,752020000.0,2.52,7.28,-0.008199999999999999,1102626.0
5523,OXSQ,Oxford Square Capital Corp.,Financial,Asset Management,USA,235090000.0,2.29,4.74,0.0021,253661.0
5525,OYST,"Oyster Point Pharma, Inc.",Healthcare,Biotechnology,USA,369710000.0,,14.38,-0.0048,36108.0
5526,OZK,Bank OZK,Financial,Banks - Regional,USA,5320000000.0,10.56,43.0,-0.0124,287483.0
5531,PACB,"Pacific Biosciences of California, Inc.",Healthcare,Diagnostics & Research,USA,6340000000.0,,29.47,-0.0366,1332567.0
5533,PACW,PacWest Bancorp,Financial,Banks - Regional,USA,4750000000.0,10.14,42.23,-0.011899999999999999,331246.0
5534,PACXU,Pioneer Merger Corp.,Financial,Shell Companies,USA,,,10.15,-0.0053,557.0
5538,PAGS,PagSeguro Digital Ltd.,Technology,Software - Infrastructure,Brazil,19100000000.0,84.51,58.82,0.030299999999999997,3486753.0
5539,PAHC,Phibro Animal Health Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA,991490000.0,23.37,24.75,0.0139,111577.0
5540,PAI,Western Asset Investment Grade Income Fund Inc.,Financial,Closed-End Fund - Debt,USA,150820000.0,11.77,15.86,0.0095,13705.0
5541,PAK,Global X MSCI Pakistan ETF,Financial,Exchange Traded Fund,USA,,,27.7,-0.01,814.0
5542,PALI,"Palisade Bio, Inc.",Healthcare,Biotechnology,USA,19340000.0,,2.6,-0.0441,134650.0
5543,PALL,Aberdeen Standard Physical Palladium Shares ETF,Financial,Exchange Traded Fund,USA,,,246.26,0.004699999999999999,10773.0
5544,PALT,"Paltalk, Inc.",Technology,Software - Application,USA,23600000.0,8.61,3.4,-0.0125,50028.0
5546,PANA,Panacea Acquisition Corp. II,Financial,Shell Companies,USA,177330000.0,,9.97,0.0,122.0
5548,PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,USA,38060000000.0,,374.04,0.0137,1084585.0
5549,PAPR,Innovator S&P 500 Power Buffer ETF - April New,Financial,Exchange Traded Fund,USA,,,28.78,0.0007000000000000001,5367.0
5550,PAQC,Provident Acquisition Corp.,Financial,Shell Companies,Hong Kong,278980000.0,,9.67,0.001,2216.0
5551,PAQCU,Provident Acquisition Corp.,Financial,Shell Companies,Hong Kong,,,10.01,0.0005,2746.0
5552,PAR,PAR Technology Corporation,Technology,Software - Application,USA,1610000000.0,,63.07,-0.0044,144884.0
5554,PASG,"Passage Bio, Inc.",Healthcare,Biotechnology,USA,650020000.0,,12.08,0.0255,167403.0
5555,PATH,UiPath Inc.,Technology,Software - Infrastructure,USA,32310000000.000004,,62.0,-0.0024,1311458.0
5558,PAUG,Innovator S&P 500 Power Buffer ETF - August,Financial,Exchange Traded Fund,USA,,,29.61,-0.0005,68350.0
5559,PAVE,Global X U.S. Infrastructure Development ETF,Financial,Exchange Traded Fund,USA,,,27.48,-0.0054,1604257.0
5560,PAVM,PAVmed Inc.,Healthcare,Medical Devices,USA,510390000.0,,6.15,-0.1598,5239135.0
5561,PAWZ,ProShares Pet Care ETF,Financial,Exchange Traded Fund,USA,,,82.51,0.0116,14819.0
5562,PAX,Patria Investments Limited,Financial,Asset Management,Cayman Islands,2130000000.0,,16.22,-0.0012,54900.0
5563,PAY,"Paymentus Holdings, Inc.",Technology,Information Technology Services,USA,3240000000.0,,27.99,-0.0176,119723.0
5564,PAYA,Paya Holdings Inc.,Technology,Software - Infrastructure,USA,1310000000.0,,10.21,0.023,1458623.0
5565,PAYC,"Paycom Software, Inc.",Technology,Software - Application,USA,27360000000.0,160.02,463.73,-0.0187,586684.0
5566,PAYO,Payoneer Global Inc. Common Stock,Technology,Software - Infrastructure,USA,3290000000.0,,9.66,-0.019299999999999998,2335797.0
5569,PB,"Prosperity Bancshares, Inc.",Financial,Banks - Regional,USA,6470000000.0,12.27,70.26,-0.0083,209816.0
5571,PBCT,"People's United Financial, Inc.",Financial,Banks - Regional,USA,6800000000.0,23.14,16.36,-0.0151,2241354.0
5572,PBD,Invesco Global Clean Energy ETF,Financial,Exchange Traded Fund,USA,,,29.06,-0.015600000000000001,41880.0
5573,PBDM,Invesco PureBeta FTSE Developed ex-North America ETF,Financial,Exchange Traded Fund,USA,,,30.09,0.0044,1176.0
5574,PBE,Invesco Dynamic Biotechnology & Genome ETF,Financial,Exchange Traded Fund,USA,,,76.08,-0.0026,3470.0
5576,PBFS,"Pioneer Bancorp, Inc.",Financial,Banks - Regional,USA,308400000.0,48.98,12.0,0.0,3335.0
5578,PBH,Prestige Consumer Healthcare Inc.,Healthcare,Medical Distribution,USA,2880000000.0,18.35,59.81,0.0069,212908.0
5579,PBHC,"Pathfinder Bancorp, Inc.",Financial,Banks - Regional,USA,75050000.0,13.03,16.28,0.0012,839.0
5581,PBIP,"Prudential Bancorp, Inc.",Financial,Banks - Regional,USA,112540000.0,18.1,14.3,-0.0049,719.0
5582,PBJ,Invesco Dynamic Food & Beverage ETF,Financial,Exchange Traded Fund,USA,,,42.95,0.009399999999999999,19849.0
5583,PBLA,"Panbela Therapeutics, Inc.",Healthcare,Biotechnology,USA,32310000.000000004,,2.35,0.0129,81035.0
5584,PBND,Invesco PureBeta US Aggregate Bond ETF,Financial,Exchange Traded Fund,USA,,,26.13,0.0034999999999999996,3660.0
5585,PBP,Invesco S&P 500 BuyWrite ETF,Financial,Exchange Traded Fund,USA,,,22.89,-0.0015,15656.0
5589,PBS,Invesco Dynamic Media ETF,Financial,Exchange Traded Fund,USA,,,52.81,-0.005699999999999999,3010.0
5590,PBSM,Invesco PureBeta MSCI USA Small Cap ETF,Financial,Exchange Traded Fund,USA,,,38.86,-0.0064,4590.0
5592,PBTP,Invesco PureBeta 0-5 Yr US TIPS ETF,Financial,Exchange Traded Fund,USA,,,26.8,0.0004,17135.0
5593,PBTS,"Powerbridge Technologies Co., Ltd.",Technology,Software - Application,China,78640000.0,,1.58,-0.24760000000000001,29404533.0
5594,PBUS,Invesco PureBeta MSCI USA ETF,Financial,Exchange Traded Fund,USA,,,45.51,0.0007000000000000001,1854.0
